EPBCA no.,EPBCA sp. name,species,EPBCA common name,Group,taxon_group,EBPCA_Status,EPBCA status,EPBCA_not_extinct,Other sci names,Listing date,listing criteria/,1,2,3,4,5,assessment notes,other notes
21745,Grevillea maxwellii,1,Maxwell's Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64524,Grevillea mollis,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
22052,Grevillea molyneuxii,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
17703,Grevillea montis-cole subsp. brevistyla,0,Langi Ghiran Grevillea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
22053,Grevillea murex,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
23811,Grevillea obtusiflora,1,Grey Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64910,Grevillea parviflora subsp. parviflora,0,Small-flower Grevillea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64525,Grevillea pythara,1,Pythara Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64651,Grevillea quadricauda,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64911,Grevillea rara,1,Rare Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
65665,Grevillea raybrownii,1,,Plant,1,VU,Vulnerable,1,,9/25/2020,YES,Insufficient info,"VU(B1ab(iii,v)B2ab(iii,v))",VU (C2a(i),not eligible,Insufficient info,,
64678,Grevillea rhizomatosa,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
2953,Grevillea rivularis,1,Carrington Falls Grevillea,Plant,1,CR,Critically Endangered,1,,11/13/2021,YES,Insufficient info,"CR [B1ab(iii,v)+2ab(iii,v)]",EN [C2a(ii)],"VU (D1, D2)",Insufficient info,,
12195,Grevillea scapigera,1,Corrigin Grevillea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
4243,Grevillea scortechinii subsp. scortechinii,0,Black Grevillea,Plant,1,CR,Critically Endangered,1,,12/7/2021,YES,EN (A2c),"CR (B1ab, B2ab)",EN (C1),VU (D2),Insufficient info,,
19186,Grevillea shiressii,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
86383,Grevillea sp. Gillingarra (R.J.Cranfield 4087),1, ,Plant,1,CR,Critically Endangered,1,,5/11/2018,YES,not eligible,CR [B1ab(iii)+B2ab(iii)],not eligible,CR,Insufficient info,,
32835,Grevillea thelemanniana,1,Spider Net Grevillea,Plant,1,CR,Critically Endangered,1,,2/15/2018,YES,CR [A2ac],"CR [B1ab(i,ii,iii,iv,v)]",not eligible,not eligible,Insufficient info,,
18950,Grevillea treueriana,1,Mt Finke Grevillea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56396,Grevillea wilkinsonii,1,Tumut Grevillea,Plant,1,CR,Critically Endangered,1,,11/13/2021,YES,Insufficient info,"CR [B1ab(iii,v)]","CR [C2a(ii)] {precautionary, lower bound}",EN/VU,Insufficient info,,
82693,Guichenotia seorsiflora,1, ,Plant,1,CR,Critically Endangered,1,,12/1/2009,YES,not eligible,CR,CR,EN,not eligible,,
8491,Gyrostemon reticulatus,1,Net-veined Gyrostemon,Plant,1,CR,Critically Endangered,1,,8/18/2006,YES,Insufficient info,CR,Insufficient info,EN,Insufficient info,,
87197,Habenaria maccraithii,1,Whiskered Rein Orchid,Plant,1,EN,Endangered,1,Habenaria macraithii,7/16/2000,NO,,,,,,,
11191,Hakea aculeata,1,Column Hakea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
66702,Hakea archaeoides,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
66701,Hakea dohertyi,1,Kowmung Hakea,Plant,1,CR,Critically Endangered,1,,11/15/2023,YES,EN (A2a),"CR (B1ab(iii,v))",VU (C1+2a(ii)),not eligible,Insufficient info,,
16093,Hakea fraseri,1,"Gnarled Corkbark, Fraser's Hakea",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
66351,Hakea maconochieana,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
87228,Hakea macrorrhyncha,1,Tall Needle Bush,Plant,1,EN,Endangered,1,,11/15/2023,YES,Insufficient info,EN (B2ab(v)c(iv)),VU (C2b),not eligible,Insufficient info,,
10505,Hakea megalosperma,1,Lesueur Hakea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
14228,Hakea pulvinifera,1,Lake Keepit Hakea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
15931,Hakea trineura,1,Three-veined Hakea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
24636,Haloragis exalata subsp. exalata,0,"Wingless Raspwort, Square Raspwort",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
16839,Haloragis exalata subsp. velutina,0,Tall Velvet Sea-berry,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
8737,Haloragis eyreana,1,Prickly Raspwort,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
15371,Haloragis platycarpa,1,Broad-fruited Haloragis,Plant,1,CR,Critically Endangered,1,,8/18/2006,YES,Insufficient info,CR,Insufficient info,CR,Insufficient info,,
6480,Haloragodendron lucasii,1,Hal,Plant,1,EN,Endangered,1,Glischrocaryon lucasii,7/16/2000,NO,,,,,,,
5702,Helichrysum calvertianum,1,,Plant,1,VU,Vulnerable,1,,9/25/2020,YES,Insufficient info,"VU (B1ab(iii,v), B2ab(iii,v))",VU (C2a(i)),not eligible,Insufficient info,,
86586,Helicteres macrothrix,1, ,Plant,1,EN,Endangered,1,Helicteres sp. Glenluckie Creek,8/18/2006,YES,not eligible,EN,not eligible,not eligible,Insufficient info,,
7945,Hemiandra gardneri,1,Red Snakebush,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
17932,Hemiandra rutilans,1,"Sargents Snakebush, Colourful Snakebush",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
18568,Hemigenia ramosissima,1,Branched Hemigenia,Plant,1,CR,Critically Endangered,1,,6/11/2009,YES,not eligible,CR,EN,VU,not eligible,,
10481,Hensmania chapmanii,1,Chapman's Hensmania,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3384,Hexaspora pubescens,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
89267,Hibbertia abyssus,1,Bandalup Buttercup,Plant,1,CR,Critically Endangered,1,,12/7/2016,YES,EN [A1 (c)],"CR [B1, B2 (a)(b)(ii)(iii)]",not eligible,not eligible,not eligible,,
87409,Hibbertia acaulothrix,1,,Plant,1,EN,Endangered,1,,9/7/2023,YES,Insufficient info,EN (B2ab(iii)),Insufficient info,Insufficient info,Insufficient info,,
81675,Hibbertia basaltica,1,Basalt Guinea-flower,Plant,1,EN,Endangered,1,,11/26/2008,YES,not eligible,EN,EN,not eligible,not eligible,,
89832,Hibbertia circinata,1, ,Plant,1,CR,Critically Endangered,1,,11/13/2021,YES,Insufficient info,CR [B1+a+b(iii) and B2+a+b(iii)],CR [C2 a (ii)],EN (D1),Insufficient info,,
91164,Hibbertia cistiflora subsp. quadristaminea,0,,Plant,1,EN,Endangered,1,,9/7/2023,YES,Insufficient info,EN (B1ab(iii)+2ab(iii)),not eligible,not eligible,Insufficient info,,
15222,Hibbertia crispula,1,Ooldea Guinea-flower,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64917,Hibbertia humifusa subsp. debilis,0,Dergholm Guinea-flower,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64918,Hibbertia humifusa subsp. erigens,0,Euroa Guinea-flower,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21970,Hibbertia marginata,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
86346,Hibbertia praemorsa,1,Bundanoon Guinea-flower,Plant,1,EN,Endangered,1,,9/7/2023,YES,Insufficient info,"EN (B1ab(iii,v)+B2ab(iii,v))",EN (C1+C2a(i)),VU,Insufficient info,,
82694,Hibbertia priceana,1, ,Plant,1,CR,Critically Endangered,1,,6/11/2009,YES,not eligible,CR,EN,VU,not eligible,,
86645,Hibbertia puberula subsp. glabrescens,0, ,Plant,1,CR,Critically Endangered,1,,1/16/2009,YES,not eligible,CR,CR,CR,not eligible,,
89455,Hibbertia sp. Toolbrunup (J.R. Wheeler 2504),1,,Plant,1,CR,Critically Endangered,1,Hibbertia barrettiae,6/24/2019,YES,Insufficient info,CR [B1ab(v)+2ab(v)],CR [C2a(i)],CR,Insufficient info,,
88475,Hibbertia spanantha,1,Julian's Hibbertia,Plant,1,CR,Critically Endangered,1,,12/7/2016,YES,Insufficient info,"CR [B1 and (a), (b)(iii & v)]",CR [C2(a)(i)],CR,Insufficient info,,
76189,Hibbertia tenuis,1, ,Plant,1,CR,Critically Endangered,1,,8/19/2010,YES,not eligible,CR,CR,CR,not eligible,,
90414,Hibbertia wheelerae,1,Wheeler's Buttercup,Plant,1,CR,Critically Endangered,1,,11/15/2023,YES,CR (A3cs),"EN (B1ab(i,ii,iii,iv,v) B2ab(i,ii,iii,iv,v))",EN (C1),VU (D1),Insufficient info,,
65592,Hibiscus brennanii,1,a shrub,Plant,1,VU,Vulnerable,1,,8/18/2006,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
81624,Hibiscus cravenii,1, ,Plant,1,VU,Vulnerable,1,,8/18/2006,YES,Insufficient info,VU,Insufficient info,VU,Insufficient info,,
30614,Hibiscus insularis,1,Phillip Island Hibiscus,Plant,1,CR,Critically Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,CR,Insufficient info,,
21189,Hicksbeachia pinnatifolia,1,"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
2406,Homopholis belsonii,1,Belson's Panic,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
88498,Homoranthus bebo,1,,Plant,1,CR,Critically Endangered,1,,6/24/2019,YES,Insufficient info,"CR [B1ab(iii, v) + 2ab(iii, v)]",not eligible,VU,Insufficient info,,
88500,Homoranthus bruhlii,1,,Plant,1,CR,Critically Endangered,1,,11/13/2021,YES,Insufficient info,not eligible (NT),not eligible (NT),CR,Insufficient info,,
12974,Homoranthus darwinioides,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,,,,,,,,
55186,Homoranthus decumbens,1,a shrub,Plant,1,EN,Endangered,1,,2/26/2013,YES,not eligible,not eligible,not eligible,EN,not eligible,,
88502,Homoranthus elusus,1,,Plant,1,CR,Critically Endangered,1,,11/13/2021,YES,Insufficient info,not eligible (NT),not eligible (NT),CR,Insufficient info,,
55187,Homoranthus floydii,1,,Plant,1,VU,Vulnerable,1,,9/7/2023,YES,Insufficient info,VU (B1+2ab(iii)),not eligible,VU,Insufficient info,,
55189,Homoranthus lunatus,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
24319,Homoranthus montanus,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55196,Homoranthus porteri,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55198,Homoranthus prolixus,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55436,Hoya australis subsp. oramicola,0,a vine,Plant,1,VU,Vulnerable,1,,8/18/2006,YES,Insufficient info,not eligible,Insufficient info,VU,Insufficient info,,
24168,Huperzia serrata,1,Water Tassel-fern,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
2803,Hybanthus cymulosus,1,Ninghan Violet,Plant,1,CR,Critically Endangered,1,,12/1/2009,YES,not eligible,CR,EN,VU,not eligible,,
41998,Hydriastele costata,1,a palm,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
24119,Hymenophyllum lobbii,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
15113,Hymenophyllum whitei,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
85023,Hypocalymma angustifolium subsp. Hutt River (S. Patrick 2982),1,,Plant,1,EN,Endangered,1,Hypocalymma balbakiae,6/24/2019,YES,Insufficient info,"EN [B1ab(iii,v)+2ab(iii,v)]",not eligible,VU,Insufficient info,,
8081,Hypocalymma longifolium,1,Long-leaved Myrtle,Plant,1,VU,Vulnerable,1,,2/26/2013,YES,not eligible,not eligible,not eligible,VU,Insufficient info,,
88311,Hypocalymma sp. Cascade (R. Bruhn 20896),1,,Plant,1,EN,Endangered,1,,6/24/2019,YES,Insufficient info,"EN [B1ab(iii,v)+2ab(iii,v)]",VU [C2(a)(ii)],VU [D2],Insufficient info,"CAM info uses D2, but listing advice doesn't explicitly exclude this",
86384,Hypocalymma sylvestre,1, ,Plant,1,EN,Endangered,1,,5/11/2018,YES,Insufficient info,EN [B1ab(iii)+B2ab(iii)],not eligible,not eligible,Insufficient info,,
10243,Hypolepis dicksonioides,1,"Downy Ground-fern, Brake Fern, Ground Fern",Plant,1,VU,Vulnerable,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
2148,Hypolepis distans,1,Scrambling Ground-fern,Plant,1,EN,Endangered,1,Hiya distans,10/16/2001,YES,Insufficient info,EN,not eligible,not eligible,Insufficient info,,
65891,Ileostylus micranthus,1,Mistletoe,Plant,1,VU,Vulnerable,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
4951,Indigofera efoliata,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14664,Irenepharsus trypherus,1,"Delicate Cress, Illawarra Irene",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
16663,Isoglossa eranthemoides,1,Isoglossa,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
19980,Isopogon fletcheri,1,Fletcher's Drumsticks,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
82646,Isopogon robustus,1,Robust Coneflower,Plant,1,CR,Critically Endangered,1,,6/11/2009,YES,not eligible,CR,not eligible,EN,not eligible,,
20871,Isopogon uncinatus,1,"Albany Cone Bush, Hook-leaf Isopogon",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21474,Ixodia achillaeoides subsp. arenicola,0,"Sand Ixodia, Ixodia",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64920,Jacksonia pungens,1,Pungent Jacksonia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
67417,Jacksonia quairading,1,"Quairading Jacksonia, Quairading Stinkwood",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
82671,Jacksonia velveta,1,Collie Jacksonia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
83201,Kardomia granitica,1,a shrub,Plant,1,VU,Vulnerable,1,Babingtonia granitica,7/16/2000,NO,,,,,,,
85097,Kardomia prominens,1,,Plant,1,CR,Critically Endangered,1,,12/7/2021,YES,not eligible,"CR [B1ab(i,ii,iv,v)+ B2ab(i,ii,iv,v)]",EN [C2a(ii)],VU (D1+2),Insufficient info,,
88203,Kelleria bogongensis,1,Kelleria,Plant,1,VU,Vulnerable,1,Kelleria laxa,7/16/2000,NO,,,,,,,
16452,Kennedia glabrata,1,Northcliffe Kennedia,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
45985,Kennedia lateritia,1,Augusta Kennedia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
19716,Kennedia retrorsa,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
11420,Kunzea cambagei,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
89147,Kunzea ericifolia subsp. subulata,0, ,Plant,1,VU,Vulnerable,1,,5/11/2018,YES,Insufficient info,not eligible,not eligible,VU,Insufficient info,,
8798,Kunzea rupestris,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
84068,Kunzea similis subsp. similis,0, ,Plant,1,CR,Critically Endangered,1,,5/11/2018,YES,Insufficient info,"CR [B1ab(iii,v)+B2ab(iii,v)]",VU [C2a(ii)],not eligible,Insufficient info,,
76211,Lachnagrostis adamsonii,1,"Adamson's Blown-grass, Adamson's Blowngrass",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
78119,Lachnagrostis limitanea,1,"Spalding Blown Grass, Spalding Blowngrass",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56729,Lambertia echinata subsp. echinata,0,Prickly Honeysuckle,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64528,Lambertia echinata subsp. occidentalis,0,Western Prickly Honeysuckle,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
4881,Lambertia fairallii,1,Fairall's Honeysuckle,Plant,1,CR,Critically Endangered,1,,9/7/2023,YES,CR (A3ce),"CR (B1ab(i,ii,iii,iv,v))",EN (C1),Insufficient info,Insufficient info,,
15725,Lambertia orbifolia,1,Roundleaf Honeysuckle,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
20311,Lasiopetalum joyceae,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
19181,Lasiopetalum longistamineum,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64922,Lasiopetalum pterocarpum,1,Wing-fruited Lasiopetalum,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
2885,Lasiopetalum rotundifolium,1,Round-leaf Lasiopetalum,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
89457,Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381),1,,Plant,1,CR,Critically Endangered,1,Lasiopetalum moullean,6/24/2019,YES,Insufficient info,"CR [B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)]",CR [C2a(i)],CR,Insufficient info,,
68391,Lasiopetalum sp. Proston (J.A.Baker 17),1,Proston Lasiopetalum,Plant,1,CR,Critically Endangered,1,,2/12/2010,YES,EN,CR,VU,not eligible,not eligible,,
65884,Lastreopsis calantha,1,"Shield-fern, Shieldfern",Plant,1,EN,Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
18229,Lastreopsis walleri,1,a fern,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
85004,Latrobea colophona,1, ,Plant,1,CR,Critically Endangered,1,Latrobea colophon,5/11/2018,YES,Insufficient info,"CR [B1ab(iii,v)]",VU [C2(a)(i)],not eligible,Insufficient info,,
10919,Lawrencia buchananensis,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
16763,Lechenaultia chlorantha,1,Kalbarri Leschenaultia,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
18535,Lechenaultia laricina,1,Scarlet Leschenaultia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
91900,Leichhardtia araujacea,1,,Plant,1,CR,Critically Endangered,1,Marsdenia araujacea,3/15/2023,YES,Insufficient info,"CR(B1+2ab(I,ii,iv))","CR(C2a(i,ii)",CR,Insufficient info,,
76212,Leiocarpa gatesii,1,Wrinkled Buttons,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64923,Leionema equestre,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64924,Leionema lachnaeoides,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
89743,Leionema lamprophyllum fractum,0,,Plant,1,CR,Critically Endangered,1,,11/13/2021,YES,Insufficient info,"CR [B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)]","CR [C2a(i,ii)]",CR,Insufficient info,,
64925,Leionema obtusifolium,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64926,Leionema ralstonii,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64927,Leionema sympetalum,1,Rylstone Bell,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
90225,Leionema westonii,1,,Plant,1,CR,Critically Endangered,1,,3/20/2023,YES,Insufficient info,CR(B1ab(iii)+2ab(iii)),Insufficient info,CR,Insufficient info,,
24428,Lemmaphyllum accedens,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
87240,Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),1,,Plant,1,CR,Critically Endangered,1,,4/22/2022,YES,CR (A3ce),EN (B1(a)(b)(i-v) and B2(a)(b)(i-v)),"CR (C1, C2(a)(i))",CR (D1),Insufficient info,,
10976,Lepidium aschersonii,1,Spiny Pepper-cress,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
20704,Lepidium drummondii,1,Drummond's Lepidium,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
78474,Lepidium ginninderrense,1,Ginninderra Peppercress,Plant,1,VU,Vulnerable,1,,2/28/2005,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
16542,Lepidium hyssopifolium,1,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
9190,Lepidium monoplocoides,1,Winged Pepper-cress,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14035,Lepidium peregrinum,1,Wandering Pepper-cress,Plant,1,EN,Endangered,1,,5/1/2003,YES,Insufficient info,EN,EN,EN,Insufficient info,,
11548,Lepidium pseudopapillosum,1,Erect Pepper-cress,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
6388,Lepidorrhachis mooreana,1,"Little Mountain Palm, Moorei Palm",Plant,1,CR,Critically Endangered,1,,6/26/2015,YES,Insufficient info,CR [B2(a)(b)(v)],not eligible,not eligible,Insufficient info,,
14152,Lepidosperma rostratum,1,Beaked Lepidosperma,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
5146,Leptomeria dielsiana,1,Diels' Currant Bush,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21777,Leptospermum deanei,1,Deane's Tea-tree,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
65905,Leptospermum jingera,1,Stringybark Tea-tree,Plant,1,CR,Critically Endangered,1,,9/7/2023,YES,Insufficient info,CR (B1ab(iii)+2ab(iii)),Insufficient info,Insufficient info,Insufficient info,,
21806,Leptospermum thompsonii,1,Monga Tea-tree,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
89104,Leucochrysum albicans subsp. tricolor,0,"Hoary Sunray, Grassland Paper-daisy",Plant,1,EN,Endangered,1,Leucochrysum albicans var. tricolor,7/16/2000,NO,,,,,,,
14417,Leucopogon confertus,1,Torrington Beard-heath,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14621,Leucopogon cryptanthus,1,Small-flowered Leucopogon,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
14251,Leucopogon exolasius,1,Woronora Beard-heath,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21609,Leucopogon gnaphalioides,1,Stirling Range Beard Heath,Plant,1,CR,Critically Endangered,1,,3/31/2023,YES,CR(A4bce),"CR(B1ab(I,ii,iii,iv,v))",EN(C1),VU,Insufficient info,,
12527,Leucopogon marginatus,1,Thick-margined Leucopogon,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
87812,Leucopogon nitidus,1, ,Plant,1,EN,Endangered,1,,2/15/2018,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
19614,Leucopogon obtectus,1,Hidden Beard-heath,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64928,Leucopogon sp. Coolmunda (D.Halford Q1635),1, ,Plant,1,EN,Endangered,1,Styphelia sp. Coolmunda (D.Halford Q1635),7/16/2000,NO,,,,,,,
86385,"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",1, ,Plant,1,CR,Critically Endangered,1,,5/11/2018,YES,Insufficient info,"CR [B1ab(iii,v)+B2ab(iii,v)]",Insufficient info,Insufficient info,Insufficient info,,
85018,Leucopogon sp. Ongerup (A.S. George 16682),1, ,Plant,1,VU,Vulnerable,1,Styphelia disjuncta,2/15/2018,YES,not eligible,Insufficient info,not eligible,VU,Insufficient info,,
83012,Leucopogon spectabilis,1,Ironstone Beard-heath,Plant,1,CR,Critically Endangered,1,,8/19/2010,YES,not eligible,CR,EN,VU,not eligible,,
86369,Limonium australe var. baudinii,0,Baudin's Sea-lavender,Plant,1,VU,Vulnerable,1,,4/13/2005,YES,Insufficient info,not eligible,Insufficient info,VU,Insufficient info,,
6704,Limosella granitica,1,Granite Mudwort,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
20842,Lindsaea pulchella var. blanda,0, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64581,Livistona lanuginosa,1,Waxy Cabbage Palm,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64929,Livistona mariae subsp. mariae,0,"Central Australian Cabbage Palm, Red Cabbage Palm",Plant,1,EN,Endangered,1,,5/11/2018,YES,not eligible,EN [B1ab(iii)+2ab(iii)],not eligible,not eligible,Insufficient info,,
90219,Lobelia claviflora,1,,Plant,1,CR,Critically Endangered,1,,3/20/2023,YES,Insufficient info,CR(B1ab(iii)+B2ab(iii)),Insufficient info,VU,Insufficient info,,
49983,Lobelia gelida,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
24159,Logania diffusa,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
13105,Logania insularis,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3745,Lomatia tasmanica,1,King's Lomatia,Plant,1,CR,Critically Endangered,1,,10/16/2001,YES,EN,CR,EN,VU,Insufficient info,,
64479,Lychnothamnus barbatus,1,a green alga,Plant,1,EN,Endangered,1,,7/16/2000,YES,not eligible,EN,not eligible,not eligible,not eligible,,
24170,Lycopodium volubile,1, ,Plant,1,EX,Extinct,,Pseudodiphasium volubile,7/16/2000,EX,,,,,,,
83216,Lysiosepalum abollatum,1,Woolly Lysiosepalum,Plant,1,CR,Critically Endangered,1,,5/14/2013,YES,not eligible,CR,CR,EN,not eligible,,
7326,Macadamia integrifolia,1,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55597,Macadamia jansenii,1,"Bulberin Nut, Bulburin Nut Tree",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
7214,Macadamia ternifolia,1,"Small-fruited Queensland Nut, Gympie Nut",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
6581,Macadamia tetraphylla,1,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64930,Macarthuria keigheryi,1,Keighery's Macarthuria,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
