original_name,aligned_name,accepted_name,suggested_name,genus,family,taxon_rank,taxonomic_dataset,taxonomic_status,taxonomic_status_aligned,aligned_reason,update_reason,subclass,taxon_distribution,scientific_name,taxon_ID,taxon_ID_genus,scientific_name_ID,canonical_name,row_number,number_of_collapsed_taxa
Acacia praemorsa,Acacia praemorsa,Acacia praemorsa,Acacia praemorsa,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,SA,Acacia praemorsa P.J.Lang & Maslin,https://id.biodiversity.org.au/node/apni/2902564,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/117775,Acacia praemorsa,60,NA
Acacia praetermissa,Acacia praetermissa,Acacia praetermissa,Acacia praetermissa,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Acacia praetermissa Tindale,https://id.biodiversity.org.au/node/apni/2894855,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/68889,Acacia praetermissa,61,NA
Acacia prismifolia,Acacia prismifolia,Acacia prismifolia,Acacia prismifolia,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia prismifolia E.Pritz.,https://id.biodiversity.org.au/node/apni/2896935,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/68966,Acacia prismifolia,62,NA
Acacia pubescens,Acacia pubescens,Acacia pubescens,Acacia pubescens,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Acacia pubescens (Vent.) R.Br.,https://id.biodiversity.org.au/taxon/apni/51285996,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/69166,Acacia pubescens,63,NA
Acacia pubifolia,Acacia pubifolia,Acacia pubifolia,Acacia pubifolia,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Acacia pubifolia Pedley,https://id.biodiversity.org.au/taxon/apni/51299734,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/69183,Acacia pubifolia,64,NA
Acacia purpureopetala,Acacia purpureopetala,Acacia purpureopetala,Acacia purpureopetala,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Acacia purpureopetala F.M.Bailey,https://id.biodiversity.org.au/node/apni/2892961,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/168881,Acacia purpureopetala,65,NA
Acacia pycnostachya,Acacia pycnostachya,Acacia pycnostachya,Acacia pycnostachya,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Acacia pycnostachya F.Muell. ex Benth.,https://id.biodiversity.org.au/node/apni/2897696,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/69465,Acacia pycnostachya,66,NA
Acacia pygmaea,Acacia pygmaea,Acacia pygmaea,Acacia pygmaea,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia pygmaea Maslin,https://id.biodiversity.org.au/node/apni/2895075,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/134921,Acacia pygmaea,67,NA
Acacia recurvata,Acacia recurvata,Acacia recurvata,Acacia recurvata,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia recurvata R.S.Cowan & Maslin,https://id.biodiversity.org.au/node/apni/2901180,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/151157,Acacia recurvata,68,NA
Acacia rhamphophylla,Acacia rhamphophylla,Acacia rhamphophylla,Acacia rhamphophylla,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia rhamphophylla Maslin,https://id.biodiversity.org.au/node/apni/2916459,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/151314,Acacia rhamphophylla,69,NA
Acacia rhetinocarpa,Acacia rhetinocarpa,Acacia rhetinocarpa,Acacia rhetinocarpa,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,SA,Acacia rhetinocarpa J.M.Black,https://id.biodiversity.org.au/node/apni/2920738,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/69709,Acacia rhetinocarpa,70,NA
Acacia ruppii,Acacia ruppii,Acacia ruppii,Acacia ruppii,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Acacia ruppii Maiden & Betche,https://id.biodiversity.org.au/node/apni/2901189,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/69888,Acacia ruppii,71,NA
Acacia sciophanes,Acacia sciophanes,Acacia sciophanes,Acacia sciophanes,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia sciophanes Maslin,https://id.biodiversity.org.au/node/apni/2888112,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/70040,Acacia sciophanes,72,NA
Acacia spilleriana,Acacia spilleriana,Acacia spilleriana,Acacia spilleriana,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,SA,Acacia spilleriana J.E.Br.,https://id.biodiversity.org.au/node/apni/2891389,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/70603,Acacia spilleriana,73,NA
Acacia splendens,Acacia splendens,Acacia splendens,Acacia splendens,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia splendens Maslin & C.P.Elliott,https://id.biodiversity.org.au/node/apni/2900174,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/205906,Acacia splendens,74,NA
Acacia subflexuosa subsp. capillata,Acacia subflexuosa subsp. capillata,Acacia subflexuosa subsp. capillata,Acacia subflexuosa subsp. capillata,Acacia,Fabaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia subflexuosa subsp. capillata R.S.Cowan & Maslin,https://id.biodiversity.org.au/node/apni/2904242,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/162213,Acacia subflexuosa subsp. capillata,75,NA
Acacia terminalis subsp. terminalis MS,Acacia terminalis,Acacia terminalis,Acacia terminalis [alternative possible names: Acacia alaticaulis (pro parte misapplied) | Acacia elata (misapplied)],Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2024-08-16),aligned name accepted by APC,Magnoliidae,"NSW, ACT (doubtfully naturalised), Vic, Tas",Acacia terminalis (Salisb.) J.F.Macbr.,https://id.biodiversity.org.au/taxon/apni/51286005,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/71171,Acacia terminalis [alternative possible names: Acacia alaticaulis (pro parte misapplied) | Acacia elata (misapplied)],76,1
Acacia undoolyana,Acacia undoolyana,Acacia undoolyana,Acacia undoolyana,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Acacia undoolyana G.J.Leach,https://id.biodiversity.org.au/node/apni/2891259,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/71509,Acacia undoolyana,77,NA
Acacia unguicula,Acacia unguicula,Acacia unguicula,Acacia unguicula,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia unguicula R.S.Cowan & Maslin,https://id.biodiversity.org.au/node/apni/2906165,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/118005,Acacia unguicula,78,NA
Acacia vassalii,Acacia vassalii,Acacia vassalii,Acacia vassalii,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia vassalii Maslin,https://id.biodiversity.org.au/node/apni/2920529,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/71653,Acacia vassalii,79,NA
Acacia volubilis,Acacia volubilis,Acacia volubilis,Acacia volubilis,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia volubilis F.Muell.,https://id.biodiversity.org.au/node/apni/2905924,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/71857,Acacia volubilis,80,NA
Acacia whibleyana,Acacia whibleyana,Acacia whibleyana,Acacia whibleyana,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,SA,Acacia whibleyana R.S.Cowan & Maslin,https://id.biodiversity.org.au/node/apni/2894022,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/135430,Acacia whibleyana,81,NA
Acacia wilsonii,Acacia wilsonii,Acacia wilsonii,Acacia wilsonii,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia wilsonii R.S.Cowan & Maslin,https://id.biodiversity.org.au/node/apni/2901162,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/162214,Acacia wilsonii,82,NA
Acacia woodmaniorum,Acacia woodmaniorum,Acacia woodmaniorum,Acacia woodmaniorum,Acacia,Fabaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Acacia woodmaniorum Maslin & Buscumb,https://id.biodiversity.org.au/node/apni/2920838,https://id.biodiversity.org.au/taxon/apni/51770320,https://id.biodiversity.org.au/name/apni/211580,Acacia woodmaniorum,83,NA
Acanthocladium dockeri,Acanthocladium dockeri,Acanthocladium dockeri,Acanthocladium dockeri,Acanthocladium,Asteraceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"SA, NSW (presumed extinct)",Acanthocladium dockeri F.Muell.,https://id.biodiversity.org.au/node/apni/2909228,https://id.biodiversity.org.au/node/apni/2910163,https://id.biodiversity.org.au/name/apni/72668,Acanthocladium dockeri,84,NA
Achyranthes arborescens,Achyranthes arborescens,Achyranthes arborescens,Achyranthes arborescens,Achyranthes,Amaranthaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NI,Achyranthes arborescens R.Br.,https://id.biodiversity.org.au/node/apni/2889394,https://id.biodiversity.org.au/taxon/apni/51430545,https://id.biodiversity.org.au/name/apni/125816,Achyranthes arborescens,85,NA
Achyranthes margaretarum,Achyranthes margaretarum,Achyranthes margaretarum,Achyranthes margaretarum,Achyranthes,Amaranthaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NI,Achyranthes margaretarum de Lange,https://id.biodiversity.org.au/node/apni/2889045,https://id.biodiversity.org.au/taxon/apni/51430545,https://id.biodiversity.org.au/name/apni/178591,Achyranthes margaretarum,86,NA
Acianthus ledwardii,Acianthus ledwardii,Acianthus ledwardii,Acianthus ledwardii,Acianthus,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Acianthus ledwardii Rupp,https://id.biodiversity.org.au/taxon/apni/51395401,https://id.biodiversity.org.au/taxon/apni/51458346,https://id.biodiversity.org.au/name/apni/73206,Acianthus ledwardii,87,NA
Acriopsis emarginata,Acriopsis emarginata,Acriopsis emarginata,Acriopsis emarginata,Acriopsis,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Acriopsis emarginata D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/taxon/apni/51395430,https://id.biodiversity.org.au/taxon/apni/51458332,https://id.biodiversity.org.au/name/apni/206419,Acriopsis emarginata,88,NA
Acronychia littoralis,Acronychia littoralis,Acronychia littoralis,Acronychia littoralis,Acronychia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Acronychia littoralis T.G.Hartley & J.B.Williams,https://id.biodiversity.org.au/node/apni/2907701,https://id.biodiversity.org.au/taxon/apni/51446847,https://id.biodiversity.org.au/name/apni/73953,Acronychia littoralis,89,NA
Acrophyllum australe,Acrophyllum australe,Acrophyllum australe,Acrophyllum australe,Acrophyllum,Cunoniaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Acrophyllum australe (A.Cunn.) Hoogland,https://id.biodiversity.org.au/node/apni/2909179,https://id.biodiversity.org.au/node/apni/2913158,https://id.biodiversity.org.au/name/apni/74085,Acrophyllum australe,90,NA
Actephila foetida,Actephila foetida,Actephila foetida,Actephila foetida,Actephila,Phyllanthaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Actephila foetida Domin,https://id.biodiversity.org.au/node/apni/2896535,https://id.biodiversity.org.au/taxon/apni/51442161,https://id.biodiversity.org.au/name/apni/74718,Actephila foetida,91,NA
