original_name,aligned_name,accepted_name,suggested_name,genus,family,taxon_rank,taxonomic_dataset,taxonomic_status,taxonomic_status_aligned,aligned_reason,update_reason,subclass,taxon_distribution,scientific_name,taxon_ID,taxon_ID_genus,scientific_name_ID,canonical_name,row_number,number_of_collapsed_taxa
Asterolasia beckersii,Asterolasia beckersii,Asterolasia beckersii,Asterolasia beckersii,Asterolasia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Asterolasia beckersii Orme & Duretto,https://id.biodiversity.org.au/taxon/apni/51344514,https://id.biodiversity.org.au/taxon/apni/51446860,https://id.biodiversity.org.au/name/apni/9301689,Asterolasia beckersii,150,NA
Asterolasia buxifolia,Asterolasia buxifolia,Asterolasia buxifolia,Asterolasia buxifolia,Asterolasia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Asterolasia buxifolia Benth.,https://id.biodiversity.org.au/node/apni/2920723,https://id.biodiversity.org.au/taxon/apni/51446860,https://id.biodiversity.org.au/name/apni/108100,Asterolasia buxifolia,151,NA
Asterolasia elegans,Asterolasia elegans,Asterolasia elegans,Asterolasia elegans,Asterolasia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Asterolasia elegans L.McDougall & Porteners,https://id.biodiversity.org.au/node/apni/2886925,https://id.biodiversity.org.au/taxon/apni/51446860,https://id.biodiversity.org.au/name/apni/118820,Asterolasia elegans,152,NA
Asterolasia nivea,Asterolasia nivea,Asterolasia grandiflora,Asterolasia grandiflora,Asterolasia,Rutaceae,species,APC,accepted,taxonomic synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),taxonomic synonym,Magnoliidae,WA,Asterolasia grandiflora (Hook.) Benth.,https://id.biodiversity.org.au/taxon/apni/51446862,https://id.biodiversity.org.au/taxon/apni/51446860,https://id.biodiversity.org.au/name/apni/108166,Asterolasia grandiflora,153,NA
Asterolasia phebalioides,Asterolasia phebalioides,Asterolasia phebalioides,Asterolasia phebalioides,Asterolasia,Rutaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"SA, Vic",Asterolasia phebalioides F.Muell.,https://id.biodiversity.org.au/node/apni/2907793,https://id.biodiversity.org.au/taxon/apni/51446860,https://id.biodiversity.org.au/name/apni/108228,Asterolasia phebalioides,154,NA
Astrotricha crassifolia,Astrotricha crassifolia,Astrotricha crassifolia,Astrotricha crassifolia,Astrotricha,Araliaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Astrotricha crassifolia Blakely,https://id.biodiversity.org.au/node/apni/2903877,https://id.biodiversity.org.au/taxon/apni/51736769,https://id.biodiversity.org.au/name/apni/109306,Astrotricha crassifolia,155,NA
Astrotricha roddii,Astrotricha roddii,Astrotricha roddii,Astrotricha roddii,Astrotricha,Araliaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Astrotricha roddii Makinson,https://id.biodiversity.org.au/node/apni/2892627,https://id.biodiversity.org.au/taxon/apni/51736769,https://id.biodiversity.org.au/name/apni/118821,Astrotricha roddii,156,NA
Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),Astrotricha,Araliaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Vic,Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268) Vic. Herbarium,https://id.biodiversity.org.au/node/apni/2918080,https://id.biodiversity.org.au/taxon/apni/51736769,https://id.biodiversity.org.au/name/apni/241495,Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),157,NA
Atalaya brevialata,Atalaya brevialata,Atalaya brevialata,Atalaya brevialata,Atalaya,Sapindaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Atalaya brevialata Cowie & G.M.Wightman,https://id.biodiversity.org.au/node/apni/2915822,https://id.biodiversity.org.au/taxon/apni/51447243,https://id.biodiversity.org.au/name/apni/241686,Atalaya brevialata,158,NA
Atalaya collina,Atalaya collina,Atalaya collina,Atalaya collina,Atalaya,Sapindaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Atalaya collina S.T.Reynolds,https://id.biodiversity.org.au/node/apni/2898560,https://id.biodiversity.org.au/taxon/apni/51447243,https://id.biodiversity.org.au/name/apni/117828,Atalaya collina,159,NA
Atriplex infrequens,Atriplex infrequens,Atriplex infrequens,Atriplex infrequens,Atriplex,Chenopodiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Atriplex infrequens Paul G.Wilson,https://id.biodiversity.org.au/node/apni/2899412,https://id.biodiversity.org.au/taxon/apni/51760844,https://id.biodiversity.org.au/name/apni/111593,Atriplex infrequens,160,NA
Atriplex yeelirrie,Atriplex yeelirrie,Atriplex yeelirrie,Atriplex yeelirrie,Atriplex,Chenopodiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Atriplex yeelirrie K.A.Sheph. & K.R.Thiele,https://id.biodiversity.org.au/taxon/apni/51270516,https://id.biodiversity.org.au/taxon/apni/51760844,https://id.biodiversity.org.au/name/apni/5431799,Atriplex yeelirrie,161,NA
Austrostipa bronwenae,Austrostipa bronweniae,Austrostipa bronweniae,Austrostipa bronweniae,Austrostipa,Poaceae,species,APC,accepted,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Austrostipa bronweniae A.R.Williams,https://id.biodiversity.org.au/node/apni/2906728,https://id.biodiversity.org.au/taxon/apni/51442526,https://id.biodiversity.org.au/name/apni/231710,Austrostipa bronweniae,162,NA
Austrostipa jacobsiana,Austrostipa jacobsiana,Austrostipa jacobsiana,Austrostipa jacobsiana,Austrostipa,Poaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Austrostipa jacobsiana A.R.Williams,https://id.biodiversity.org.au/node/apni/2898511,https://id.biodiversity.org.au/taxon/apni/51442526,https://id.biodiversity.org.au/name/apni/231706,Austrostipa jacobsiana,163,NA
Austrostipa metatoris,Austrostipa metatoris,Austrostipa metatoris,Austrostipa metatoris,Austrostipa,Poaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Austrostipa metatoris (J.Everett & S.W.L.Jacobs) S.W.L.Jacobs & J.Everett,https://id.biodiversity.org.au/node/apni/2909702,https://id.biodiversity.org.au/taxon/apni/51442526,https://id.biodiversity.org.au/name/apni/163146,Austrostipa metatoris,164,NA
Austrostipa wakoolica,Austrostipa wakoolica,Austrostipa wakoolica,Austrostipa wakoolica,Austrostipa,Poaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,"Austrostipa wakoolica (Vickery, S.W.L.Jacobs & J.Everett) S.W.L.Jacobs & J.Everett",https://id.biodiversity.org.au/node/apni/2915041,https://id.biodiversity.org.au/taxon/apni/51442526,https://id.biodiversity.org.au/name/apni/163178,Austrostipa wakoolica,165,NA
Azorella macquariensis,Azorella macquariensis,Azorella macquariensis,Azorella macquariensis,Azorella,Apiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,MI,Azorella macquariensis Orchard,https://id.biodiversity.org.au/node/apni/2890542,https://id.biodiversity.org.au/taxon/apni/51311003,https://id.biodiversity.org.au/name/apni/117219,Azorella macquariensis,166,NA
Baeckea kandos,Baeckea kandos,Baeckea kandos,Baeckea kandos,Baeckea,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Baeckea kandos A.R.Bean,https://id.biodiversity.org.au/node/apni/2886411,https://id.biodiversity.org.au/taxon/apni/51781634,https://id.biodiversity.org.au/name/apni/163807,Baeckea kandos,167,NA
Ballantinia antipoda,Ballantinia antipoda,Ballantinia antipoda,Ballantinia antipoda,Ballantinia,Brassicaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Vic, Tas (presumed extinct)",Ballantinia antipoda (F.Muell.) E.A.Shaw,https://id.biodiversity.org.au/taxon/apni/51439191,https://id.biodiversity.org.au/taxon/apni/51439177,https://id.biodiversity.org.au/name/apni/105585,Ballantinia antipoda,168,NA
Baloghia marmorata,Baloghia marmorata,Baloghia marmorata,Baloghia marmorata,Baloghia,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Baloghia marmorata C.T.White,https://id.biodiversity.org.au/node/apni/2897440,https://id.biodiversity.org.au/taxon/apni/51768486,https://id.biodiversity.org.au/name/apni/105753,Baloghia marmorata,169,NA
Baloskion longipes,Baloskion longipes,Baloskion longipes,Baloskion longipes,Baloskion,Restionaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Baloskion longipes (L.A.S.Johnson & O.D.Evans) B.G.Briggs & L.A.S.Johnson,https://id.biodiversity.org.au/node/apni/2891860,https://id.biodiversity.org.au/node/apni/2900843,https://id.biodiversity.org.au/name/apni/154034,Baloskion longipes,170,NA
Banksia anatona,Banksia anatona,Banksia anatona,Banksia anatona,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia anatona (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2919302,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205075,Banksia anatona,171,NA
Banksia aurantia,Banksia aurantia,Banksia aurantia,Banksia aurantia,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia aurantia (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2907673,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205081,Banksia aurantia,172,NA
Banksia brownii,Banksia brownii,Banksia brownii,Banksia brownii,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia brownii Baxter ex R.Br.,https://id.biodiversity.org.au/node/apni/7811307,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/106666,Banksia brownii,173,NA
Banksia catoglypta,Banksia catoglypta,Banksia catoglypta,Banksia catoglypta,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia catoglypta (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2886553,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205091,Banksia catoglypta,174,NA
Banksia cuneata,Banksia cuneata,Banksia cuneata,Banksia cuneata,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia cuneata A.S.George,https://id.biodiversity.org.au/node/apni/2913570,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/106933,Banksia cuneata,175,NA
Banksia fuscobractea,Banksia fuscobractea,Banksia fuscobractea,Banksia fuscobractea,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia fuscobractea (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2903345,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205127,Banksia fuscobractea,176,NA
Banksia goodii,Banksia goodii,Banksia goodii,Banksia goodii,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia goodii R.Br.,https://id.biodiversity.org.au/node/apni/2889114,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/107366,Banksia goodii,177,NA
Banksia ionthocarpa,Banksia ionthocarpa,Banksia ionthocarpa,Banksia ionthocarpa,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia ionthocarpa (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2887290,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205132,Banksia ionthocarpa,178,NA
Banksia mimica,Banksia mimica,Banksia mimica,Banksia mimica,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia mimica (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2913560,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205138,Banksia mimica,179,NA
Banksia montana,Banksia montana,Banksia montana,Banksia montana,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia montana (C.A.Gardner ex A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2900376,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205139,Banksia montana,180,NA
Banksia nivea subsp. uliginosa,Banksia nivea subsp. uliginosa,Banksia nivea subsp. uliginosa,Banksia nivea subsp. uliginosa,Banksia,Proteaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia nivea subsp. uliginosa (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2898488,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205145,Banksia nivea subsp. uliginosa,181,NA
Banksia oligantha,Banksia oligantha,Banksia oligantha,Banksia oligantha,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia oligantha A.S.George,https://id.biodiversity.org.au/node/apni/2915608,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/108403,Banksia oligantha,182,NA
Banksia pseudoplumosa,Banksia pseudoplumosa,Banksia pseudoplumosa,Banksia pseudoplumosa,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia pseudoplumosa (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2888568,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205163,Banksia pseudoplumosa,183,NA
Banksia rufa subsp. pumila,Banksia rufa subsp. pumila,Banksia rufa subsp. pumila,Banksia rufa subsp. pumila,Banksia,Proteaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia rufa subsp. pumila (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2890080,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205172,Banksia rufa subsp. pumila,184,NA
Banksia serratuloides subsp. perissa,Banksia serratuloides subsp. perissa,Banksia serratuloides subsp. perissa,Banksia serratuloides subsp. perissa,Banksia,Proteaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia serratuloides subsp. perissa (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2887940,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205180,Banksia serratuloides subsp. perissa,185,NA
Banksia serratuloides subsp. serratuloides,Banksia serratuloides subsp. serratuloides,Banksia serratuloides subsp. serratuloides,Banksia serratuloides subsp. serratuloides,Banksia,Proteaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia serratuloides (Meisn.) A.R.Mast & K.R.Thiele subsp. serratuloides,https://id.biodiversity.org.au/node/apni/2912698,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205179,Banksia serratuloides subsp. serratuloides,186,NA
Banksia sphaerocarpa var. dolichostyla,Banksia sphaerocarpa var. dolichostyla,Banksia sphaerocarpa var. dolichostyla,Banksia sphaerocarpa var. dolichostyla,Banksia,Proteaceae,variety,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia sphaerocarpa var. dolichostyla A.S.George,https://id.biodiversity.org.au/node/apni/2894366,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/109142,Banksia sphaerocarpa var. dolichostyla,187,NA
Banksia squarrosa subsp. argillacea,Banksia squarrosa subsp. argillacea,Banksia squarrosa subsp. argillacea,Banksia squarrosa subsp. argillacea,Banksia,Proteaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia squarrosa subsp. argillacea (A.S.George) A.R.Mast & K.R.Thiele,https://id.biodiversity.org.au/node/apni/2889822,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/205192,Banksia squarrosa subsp. argillacea,188,NA
Banksia verticillata,Banksia verticillata,Banksia verticillata,Banksia verticillata,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Banksia verticillata R.Br.,https://id.biodiversity.org.au/node/apni/2891102,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/109380,Banksia verticillata,189,NA
Banksia vincentia,Banksia vincentia,Banksia vincentia,Banksia vincentia,Banksia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Banksia vincentia Stimpson & P.H.Weston,https://id.biodiversity.org.au/node/apni/4546357,https://id.biodiversity.org.au/taxon/apni/51732900,https://id.biodiversity.org.au/name/apni/246635,Banksia vincentia,190,NA
Barbarea australis,Barbarea australis,Barbarea australis,Barbarea australis,Barbarea,Brassicaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Barbarea australis Hook.f.,https://id.biodiversity.org.au/node/apni/2911800,https://id.biodiversity.org.au/taxon/apni/51299892,https://id.biodiversity.org.au/name/apni/109459,Barbarea australis,191,NA
Bertya calycina,Bertya calycina,Bertya calycina,Bertya calycina,Bertya,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Bertya calycina Halford & R.J.F.Hend.,https://id.biodiversity.org.au/taxon/apni/51768340,https://id.biodiversity.org.au/taxon/apni/51768341,https://id.biodiversity.org.au/name/apni/182210,Bertya calycina,192,NA
Bertya ernestiana,Bertya ernestiana,Bertya ernestiana,Bertya ernestiana,Bertya,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Bertya ernestiana Halford & R.J.F.Hend.,https://id.biodiversity.org.au/taxon/apni/51768344,https://id.biodiversity.org.au/taxon/apni/51768341,https://id.biodiversity.org.au/name/apni/182214,Bertya ernestiana,193,NA
Bertya granitica,Bertya granitica,Bertya granitica,Bertya granitica,Bertya,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Bertya granitica Halford & R.J.F.Hend.,https://id.biodiversity.org.au/taxon/apni/51768347,https://id.biodiversity.org.au/taxon/apni/51768341,https://id.biodiversity.org.au/name/apni/182216,Bertya granitica,194,NA
Bertya ingramii,Bertya ingramii,Bertya ingramii,Bertya ingramii,Bertya,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Bertya ingramii T.A.James,https://id.biodiversity.org.au/node/apni/2903887,https://id.biodiversity.org.au/taxon/apni/51768341,https://id.biodiversity.org.au/name/apni/114784,Bertya ingramii,195,NA
Bertya mollissima,Bertya mollissima,Bertya mollissima,Bertya mollissima,Bertya,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Bertya mollissima Blakely,https://id.biodiversity.org.au/node/apni/2901521,https://id.biodiversity.org.au/taxon/apni/51768341,https://id.biodiversity.org.au/name/apni/114822,Bertya mollissima,196,NA
Bertya opponens,Bertya opponens,Bertya opponens,Bertya opponens,Bertya,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW",Bertya opponens (F.Muell. ex Benth.) Guymer,https://id.biodiversity.org.au/node/apni/2914143,https://id.biodiversity.org.au/taxon/apni/51768341,https://id.biodiversity.org.au/name/apni/114889,Bertya opponens,197,NA
Bertya pinifolia,Bertya pinifolia,Bertya pinifolia,Bertya pinifolia,Bertya,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Bertya pinifolia Planch.,https://id.biodiversity.org.au/node/apni/2895008,https://id.biodiversity.org.au/taxon/apni/51768341,https://id.biodiversity.org.au/name/apni/114923,Bertya pinifolia,198,NA
Bertya tasmanica subsp. tasmanica,Bertya tasmanica subsp. tasmanica,Bertya tasmanica subsp. tasmanica,Bertya tasmanica subsp. tasmanica,Bertya,Euphorbiaceae,subspecies,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Bertya tasmanica (Sond. & F.Muell.) Müll.Arg. subsp. tasmanica,https://id.biodiversity.org.au/node/apni/2898349,https://id.biodiversity.org.au/taxon/apni/51768341,https://id.biodiversity.org.au/name/apni/182231,Bertya tasmanica subsp. tasmanica,199,NA
Bertya sp. Clouds Creek (M. Fatemi 4),Bertya sp. Clouds Creek (M.Fatemi 4),Bertya sp. Clouds Creek (M.Fatemi 4),Bertya sp. Clouds Creek (M.Fatemi 4),Bertya,Euphorbiaceae,species,APC,accepted,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Bertya sp. Clouds Creek (M.Fatemi 4) NE Herbarium,https://id.biodiversity.org.au/node/apni/2907136,https://id.biodiversity.org.au/taxon/apni/51768341,https://id.biodiversity.org.au/name/apni/226151,Bertya sp. Clouds Creek (M.Fatemi 4),200,NA
Beyeria lepidopetala,Beyeria lepidopetala,Beyeria lepidopetala,Beyeria lepidopetala,Beyeria,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Beyeria lepidopetala F.Muell.,https://id.biodiversity.org.au/node/apni/2890851,https://id.biodiversity.org.au/taxon/apni/51768351,https://id.biodiversity.org.au/name/apni/115819,Beyeria lepidopetala,201,NA
Beyeria subtecta,Beyeria subtecta,Beyeria subtecta,Beyeria subtecta,Beyeria,Euphorbiaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,SA,Beyeria subtecta J.M.Black,https://id.biodiversity.org.au/node/apni/2901113,https://id.biodiversity.org.au/taxon/apni/51768351,https://id.biodiversity.org.au/name/apni/115914,Beyeria subtecta,202,NA
Blechnum norfolkianum,Blechnum norfolkianum,Blechnum norfolkianum,Blechnum norfolkianum,Blechnum,Blechnaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Polypodiidae,NI,Blechnum norfolkianum (Heward) Maiden,https://id.biodiversity.org.au/taxon/apni/51269404,https://id.biodiversity.org.au/taxon/apni/51749557,https://id.biodiversity.org.au/name/apni/166842,Blechnum norfolkianum,203,NA
Boehmeria australis subsp. australis,Boehmeria australis subsp. australis,Pouzolzia australis,Pouzolzia australis,Pouzolzia,Urticaceae,subspecies,APC,accepted,nomenclatural synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),nomenclatural synonym,Magnoliidae,"LHI, NI",Pouzolzia australis (Endl.) Friis & Wilmot-Dear,https://id.biodiversity.org.au/taxon/apni/51661998,https://id.biodiversity.org.au/taxon/apni/51661988,https://id.biodiversity.org.au/name/apni/213346,Pouzolzia australis,204,NA
