taxon_name,suggested_name,EPBCA sp. name,EPBCA status,taxon_distribution,EPBCA no.,species,EPBCA common name,Group,taxon_group,EBPCA_Status,EPBCA_not_extinct,Other sci names,Listing date,listing criteria/,1,2,3,4,5,assessment notes,other notes,accepted_name
Eleocharis keigheryi,Eleocharis keigheryi,Eleocharis keigheryi,Vulnerable,WA,64893,1,Keighery's Eleocharis,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eleocharis keigheryi
Eleocharis obicis,Eleocharis obicis,Eleocharis obicis,Vulnerable,"NSW, Vic",15320,1,a spike rush,Plant,1,VU,1,NA,7/16/2000,YES,Insufficient info,not eligible,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",NA,Eleocharis obicis
Eleocharis papillosa,Eleocharis papillosa,Eleocharis papillosa,Vulnerable,"WA, NT, SA",2519,1,Dwarf Desert Spike-rush,Plant,1,VU,1,NA,8/18/2006,YES,Insufficient info,VU,Insufficient info,Insufficient info,Insufficient info,NA,NA,Eleocharis papillosa
Eleocharis retroflexa,Eleocharis retroflexa,Eleocharis retroflexa,Vulnerable,"NT, Qld",23672,1,a sedge,Plant,1,VU,1,NA,7/16/2000,YES,Insufficient info,not eligible,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",NA,Eleocharis retroflexa
Endiandra cooperana,Endiandra cooperana,Endiandra cooperana,Endangered,Qld,52889,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Endiandra cooperana
Endiandra floydii,Endiandra floydii,Endiandra floydii,Endangered,"Qld, NSW",52955,1,Floyd's Walnut,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Endiandra floydii
Endiandra hayesii,Endiandra hayesii,Endiandra hayesii,Vulnerable,"Qld, NSW",13866,1,"Rusty Rose Walnut, Velvet Laurel",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Endiandra hayesii
Epacris apsleyensis,Epacris apsleyensis,Epacris apsleyensis,Endangered,Tas,15428,1,Apsley Heath,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Epacris apsleyensis
Epacris barbata,Epacris barbata,Epacris barbata,Endangered,Tas,17625,1,"Bearded Heath, Freycinet Heath",Plant,1,EN,1,NA,11/26/2008,YES,Insufficient info,EN,not eligible,not eligible,Insufficient info,NA,NA,Epacris barbata
Epacris exserta,Epacris exserta,Epacris exserta,Endangered,Tas,19879,1,South Esk Heath,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Epacris exserta
Epacris glabella,Epacris glabella,Epacris glabella,Endangered,Tas,24010,1,"Funnel Heath, Smooth Heath",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Epacris glabella
Epacris grandis,Epacris grandis,Epacris grandis,Endangered,Tas,18719,1,"Grand Heath, Tall Heath",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Epacris grandis
Epacris graniticola,Epacris graniticola,Epacris graniticola,Critically Endangered,Tas,82822,1,"Mt Cameron Heath, Granite Heath",Plant,1,CR,1,NA,6/30/2009,YES,VU,CR,not eligible,not eligible,not eligible,NA,NA,Epacris graniticola
Epacris hamiltonii,Epacris hamiltonii,Epacris hamiltonii,Endangered,NSW,8700,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Epacris hamiltonii
Epacris limbata,Epacris limbata,Epacris limbata,Critically Endangered,Tas,24011,1,"Border Heath, Bordered Heath",Plant,1,CR,1,NA,7/23/2002,YES,CR,EN,not eligible,not eligible,Insufficient info,NA,NA,Epacris limbata
Epacris sparsa,Epacris sparsa,Epacris sparsa,Vulnerable,NSW,16450,1,NA,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Epacris sparsa
Epacris stuartii,Epacris stuartii,Epacris stuartii,Critically Endangered,Tas,10348,1,"Stuart's Heath, Southport Heath",Plant,1,CR,1,NA,10/16/2001,YES,VU,CR,EN,not eligible,Insufficient info,NA,NA,Epacris stuartii
Epacris virgata,Epacris virgata,Epacris virgata,Endangered,Tas,20375,1,"Pretty Heath, Dan Hill Heath",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Epacris virgata
Epilobium brunnescens subsp. beaugleholei,Epilobium brunnescens subsp. beaugleholei,Epilobium brunnescens subsp. beaugleholei,Vulnerable,Vic,6192,0,Bog Willow-herb,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Epilobium brunnescens subsp. beaugleholei
Eremochloa muricata,Eremochloa muricata,Eremochloa muricata,Endangered,Qld,6469,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremochloa muricata
Eremophila ciliata,Eremophila ciliata,Eremophila ciliata,Endangered,WA,84926,1,NA,Plant,1,EN,1,NA,5/11/2018,YES,not eligible,not eligible,not eligible,EN,Insufficient info,NA,NA,Eremophila ciliata
Eremophila denticulata subsp. denticulata,Eremophila denticulata subsp. denticulata,Eremophila denticulata subsp. denticulata,Vulnerable,WA,64569,0,Fitzgerald Eremophila,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila denticulata subsp. denticulata
Eremophila denticulata subsp. trisulcata,Eremophila denticulata subsp. trisulcata,Eremophila denticulata subsp. trisulcata,Endangered,WA,64570,0,Cumquat Eremophila,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,"conservation advice notes WA assessment as EN [B1ab(iv,v)+ 2ab(iv,v)]",NA,Eremophila denticulata subsp. trisulcata
Eremophila glabra subsp. chlorella,Eremophila glabra subsp. chlorella,Eremophila glabra subsp. chlorella,Endangered,WA,84927,0,NA,Plant,1,EN,1,NA,2/15/2018,YES,Insufficient info,"EN [B2ab(i,ii,iii,iv,v)]",not eligible,not eligible,Insufficient info,NA,NA,Eremophila glabra subsp. chlorella
Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),Eremophila glabra subsp. Scaddan (C. Turley s.n. 10/11/2005),Critically Endangered,WA,89454,0,NA,Plant,1,CR,1,NA,6/24/2019,YES,Insufficient info,"EN [B1ab(iii,v)+2ab(iii,v)]",CR [C2a(i)],CR,Insufficient info,NA,NA,Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005)
Eremophila koobabbiensis,Eremophila koobabbiensis,Eremophila koobabbiensis,Critically Endangered,WA,86684,1,"Koobabbie Eremophila, Koobabbie Poverty Bush",Plant,1,CR,1,NA,12/1/2009,YES,not eligible,CR,CR,CR,not eligible,NA,NA,Eremophila koobabbiensis
Eremophila lactea,Eremophila lactea,Eremophila lactea,Endangered,WA,2416,1,Milky Emu Bush,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila lactea
Eremophila nivea,Eremophila nivea,Eremophila nivea,Endangered,WA,14431,1,Silky Eremophila,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila nivea
Eremophila pinnatifida,Eremophila pinnatifida,Eremophila pinnatifida,Endangered,WA,64894,1,Pinnate-leaf Eremophila,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila pinnatifida
Eremophila prostrata,Eremophila prostrata,Eremophila prostrata,Vulnerable,NT,56749,1,Rainbow Valley Fuchsia Bush,Plant,1,VU,1,"Eremophila sp. Rainbow Valley (T.S. Henshall, 1181)",7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila prostrata
Eremophila resinosa,Eremophila resinosa,Eremophila resinosa,Endangered,WA,11735,1,Resinous Eremophila,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila resinosa
Eremophila rostrata,Eremophila rostrata,Eremophila rostrata,Critically Endangered,WA,65124,1,Beaked Eremophila,Plant,1,CR,1,NA,12/1/2009,YES,not eligible,CR,CR,EN,not eligible,NA,NA,Eremophila rostrata
Eremophila scaberula,Eremophila scaberula,Eremophila scaberula,Endangered,WA,16729,1,Rough Emu Bush,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila scaberula
Eremophila subangustifolia,Eremophila subangustifolia,Eremophila subangustifolia,Critically Endangered,WA,89829,1,Narrow-leaf Eremophila,Plant,1,CR,1,Eremophila sp. Narrow leaves (J.D.Start D12-150),5/11/2018,YES,Insufficient info,"CR [B1ab(ii,iii,v)+B2ab(ii,iii,v)]",EN [C2(a)(i)],EN,Insufficient info,NA,NA,Eremophila subangustifolia
Eremophila subteretifolia,Eremophila subteretifolia,Eremophila subteretifolia,Endangered,WA,56702,1,Lake King Eremophila,Plant,1,EN,1,Eremophila sp. Subteretifolia (K.R.Newby 10924),7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila subteretifolia
Eremophila ternifolia,Eremophila ternifolia,Eremophila ternifolia,Endangered,WA,2293,1,Wongan Eremophila,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila ternifolia
Eremophila vernicosa,Eremophila vernicosa,Eremophila vernicosa,Vulnerable,WA,64596,1,Resinous Poverty Bush,Plant,1,VU,1,Eremophila vernicosa Chinnock ms,8/18/2006,YES,Insufficient info,not eligible,Insufficient info,VU,Insufficient info,NA,NA,Eremophila vernicosa
Eremophila verticillata,Eremophila verticillata,Eremophila verticillata,Endangered,WA,7032,1,Whorled Eremophila,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila verticillata
Eremophila virens,Eremophila virens,Eremophila virens,Endangered,WA,21433,1,"Campion Eremophila, Green-flowered Emu bush",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila virens
Eremophila viscida,Eremophila viscida,Eremophila viscida,Endangered,WA,2394,1,Varnish Bush,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eremophila viscida
Eriocaulon australasicum,Eriocaulon australasicum,Eriocaulon australasicum,Endangered,"SA, NSW, Vic",7649,1,"Austral Pipewort, Southern Pipewort",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eriocaulon australasicum
Eriocaulon carsonii,Eriocaulon carsonii,Eriocaulon carsonii,Endangered,"SA, Qld, NSW",10584,1,"Salt Pipewort, Button Grass",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eriocaulon carsonii
Eryngium fontanum,Eryngium fontanum,Eryngium fontanum,Endangered,Qld,64516,1,Blue Devil,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eryngium fontanum
Erythroxylum sp. Cholmondely Creek (J.R.Clarkson 9367),Erythroxylum sp. Cholmondely Creek (J.R.Clarkson 9367),Erythroxylum sp. Cholmondely Creek (J.R.Clarkson 9367) (Northern Territory Population),Vulnerable,Qld,91740,0,NA,Plant,1,VU,1,Erythroxylum pusillum  Clarkson ined,3/25/2023,YES,Insufficient info,not eligible,not eligible,VU,Insufficient info,NA,NA,Erythroxylum sp. Cholmondely Creek (J.R.Clarkson 9367)
Eucalyptus absita,Eucalyptus absita,Eucalyptus absita,Endangered,WA,24260,1,Badgingarra Box,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus absita
Eucalyptus aggregata,Eucalyptus aggregata,Eucalyptus aggregata,Vulnerable,"NSW (native and naturalised), ACT, Vic",20890,1,Black Gum,Plant,1,VU,1,NA,11/17/2015,YES,Insufficient info,"VU [B2,(a),(b)(iii)(iv)(v)]",Insufficient info,not eligible,Insufficient info,NA,NA,Eucalyptus aggregata
Eucalyptus alligatrix subsp. limaensis,Eucalyptus alligatrix subsp. limaensis,Eucalyptus alligatrix subsp. limaensis,Endangered,Vic,64340,0,Lima Stringybark,Plant,1,EN,1,NA,2/26/2013,YES,not eligible,EN,EN,not eligible,not eligible,NA,NA,Eucalyptus alligatrix subsp. limaensis
Eucalyptus alligatrix subsp. miscella,Eucalyptus alligatrix subsp. miscella,Eucalyptus alligatrix subsp. miscella,Vulnerable,NSW,64341,0,a stringybark,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus alligatrix subsp. miscella
Eucalyptus aquatica,Eucalyptus aquatica,Eucalyptus aquatica,Vulnerable,NSW,56173,1,"Mountain Swamp Gum, Broad-leaved Sallee, Broad-leaved Sally",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus aquatica
Eucalyptus argophloia,Eucalyptus argophloia,Eucalyptus argophloia,Vulnerable,Qld,19748,1,"Queensland White Gum, Queensland Western White Gum, Lapunyah, Scrub Gum, White Gum",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus argophloia
Eucalyptus argutifolia,Eucalyptus argutifolia,Eucalyptus argutifolia,Vulnerable,WA,24263,1,"Yanchep Mallee, Wabling Hill Mallee",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus argutifolia
Eucalyptus articulata,Eucalyptus articulata,Eucalyptus articulata,Vulnerable,WA,56772,1,Ponton Creek Mallee,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus articulata
Eucalyptus beaniana,Eucalyptus beaniana,Eucalyptus beaniana,Vulnerable,Qld,56320,1,Bean's Ironbark,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus beaniana
Eucalyptus beardiana,Eucalyptus beardiana,Eucalyptus beardiana,Vulnerable,WA,18933,1,Beard's Mallee,Plant,1,VU,1,NA,5/14/2013,YES,Insufficient info,VU,Insufficient info,not eligible,Insufficient info,NA,NA,Eucalyptus beardiana
Eucalyptus benthamii,Eucalyptus benthamii,Eucalyptus benthamii,Vulnerable,NSW,2821,1,"Camden White Gum, Nepean River Gum",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus benthamii
Eucalyptus brevipes,Eucalyptus brevipes,Eucalyptus brevipes,Endangered,WA,7495,1,Mukinbudin Mallee,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus brevipes
Eucalyptus broviniensis,Eucalyptus broviniensis,Eucalyptus broviniensis,Endangered,Qld,75593,1,NA,Plant,1,EN,1,NA,3/20/2023,YES,Insufficient info,"EN(B1+B2ab(I,ii,iii,iv))",EN(C2a(ii)),not eligible,Insufficient info,NA,NA,Eucalyptus broviniensis
Eucalyptus burdettiana,Eucalyptus burdettiana,Eucalyptus burdettiana,Endangered,WA,13505,1,Burdett Gum,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus burdettiana
Eucalyptus cadens,Eucalyptus cadens,Eucalyptus cadens,Vulnerable,Vic,21845,1,Warby Range Swamp Gum,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus cadens
Eucalyptus caleyi subsp. ovendenii,Eucalyptus caleyi subsp. ovendenii,Eucalyptus caleyi subsp. ovendenii,Vulnerable,NSW,56193,0,Ovenden's Ironbark,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus caleyi subsp. ovendenii
Eucalyptus camfieldii,Eucalyptus camfieldii,Eucalyptus camfieldii,Vulnerable,NSW,15460,1,Camfield's Stringybark,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus camfieldii
Eucalyptus canobolensis,Eucalyptus canobolensis,Eucalyptus canobolensis,Endangered,NSW,64896,1,"Silver-leaf Candlebark, Mt Canobolas Candlebark",Plant,1,EN,1,NA,8/19/2010,YES,not eligible,EN,not eligible,not eligible,not eligible,NA,NA,Eucalyptus canobolensis
Eucalyptus ceracea,Eucalyptus ceracea,Eucalyptus ceracea,Vulnerable,WA,3889,1,Seppelt Range Gum,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus ceracea
Eucalyptus conglomerata,Eucalyptus conglomerata,Eucalyptus conglomerata,Endangered,Qld,3160,1,Swamp Stringybark,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus conglomerata
Eucalyptus copulans,Eucalyptus copulans,Eucalyptus copulans,Endangered,NSW,56225,1,NA,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus copulans
Eucalyptus coronata,Eucalyptus coronata,Eucalyptus coronata,Vulnerable,WA,2308,1,Crowned Mallee,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus coronata
Eucalyptus crenulata,Eucalyptus crenulata,Eucalyptus crenulata,Endangered,Vic (native and doubtfully naturalised),7193,1,"Silver Gum, Buxton Gum",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus crenulata
Eucalyptus crispata,Eucalyptus crispata,Eucalyptus crispata,Vulnerable,WA,24268,1,Yandanooka Mallee,Plant,1,VU,1,The species is considered to be a possible hybrid between E. accedens and E. arachnaea in the Australian Plant Census (APC) [Conservation Advice],7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus crispata
Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,Vulnerable,WA,4474,0,Silver Mallee,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus crucis subsp. crucis
Eucalyptus crucis subsp. praecipua,Eucalyptus crucis subsp. praecipua,Eucalyptus crucis subsp. praecipua,Endangered,WA,64650,0,Paynes Find Mallee,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus crucis subsp. praecipua
Eucalyptus cuprea,Eucalyptus cuprea,Eucalyptus cuprea,Endangered,WA,56773,1,Mallee Box,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus cuprea
Eucalyptus dalveenica,Eucalyptus dalveenica,Eucalyptus dalveenica,Critically Endangered,Qld,90823,1,Dalveen Blue Box,Plant,1,CR,1,NA,9/7/2023,YES,CR (A2c),"CR (B1+2ab(i,v))",EN (C2a(ii)),VU,Insufficient info,NA,NA,Eucalyptus dalveenica
Eucalyptus dolorosa,Eucalyptus dolorosa,Eucalyptus dolorosa,Endangered,WA,56709,1,"Dandaragan Mallee, Mount Misery Mallee",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus dolorosa
Eucalyptus forresterae,Eucalyptus forresterae,Eucalyptus forresterae,Endangered,Vic,87837,1,Brumby Sallee,Plant,1,EN,1,NA,3/31/2023,YES,Insufficient info,EN(B1ab(v)+2ab(v)),Insufficient info,not eligible,Insufficient info,NA,NA,Eucalyptus forresterae
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,Vulnerable,NSW,5670,1,Slaty Red Gum,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus glaucina
Eucalyptus gunnii subsp. divaricata,Eucalyptus gunnii subsp. divaricata,Eucalyptus gunnii subsp. divaricata,Endangered,Tas,68394,0,Miena Cider Gum,Plant,1,EN,1,NA,5/1/2003,YES,VU,EN,EN,not eligible,Insufficient info,NA,NA,Eucalyptus gunnii subsp. divaricata
Eucalyptus hallii,Eucalyptus hallii,Eucalyptus hallii,Vulnerable,Qld,20433,1,Goodwood Gum,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus hallii
Eucalyptus imlayensis,Eucalyptus imlayensis,Eucalyptus imlayensis,Critically Endangered,NSW,12623,1,"Imlay Mallee, Mount Imlay Mallee",Plant,1,CR,1,NA,3/31/2023,YES,EN(A4a),CR(B1ab(v)+2ab(v)),"CR(C1+C2a(I,ii)",CR(D1),Insufficient info,NA,NA,Eucalyptus imlayensis
Eucalyptus x impensa,Eucalyptus x impensa,Eucalyptus impensa,Endangered,WA,56711,1,Eneabba Mallee,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus x impensa
Eucalyptus infera,Eucalyptus infera,Eucalyptus infera,Vulnerable,Qld,55145,1,Durikai Mallee,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus infera
Eucalyptus insularis,Eucalyptus insularis,Eucalyptus insularis,Endangered,WA,3057,1,Twin Peak Island Mallee,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus insularis
Eucalyptus johnsoniana,Eucalyptus johnsoniana,Eucalyptus johnsoniana,Vulnerable,WA,14516,1,Johnson's Mallee,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus johnsoniana
Eucalyptus kabiana,Eucalyptus kabiana,Eucalyptus kabiana,Vulnerable,Qld,56319,1,Mount Beerwah Mallee,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus kabiana
Eucalyptus kartzoffiana,Eucalyptus kartzoffiana,Eucalyptus kartzoffiana,Vulnerable,NSW,19330,1,Araluen Gum,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus kartzoffiana
Eucalyptus langleyi,Eucalyptus langleyi,Eucalyptus langleyi,Vulnerable,NSW,56224,1,Albatross Mallee,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus langleyi
Eucalyptus largeana,Eucalyptus largeana,Eucalyptus largeana,Endangered,NSW,18581,1,Craven Grey Box,Plant,1,EN,1,NA,5/11/2018,YES,EN [A2],"EN [B1ab(i,ii,iii,iv,v) + 2ab(i,ii,iii,iv,v)]",not eligible,not eligible,Insufficient info,NA,NA,Eucalyptus largeana
Eucalyptus x lateritica,Eucalyptus x lateritica,Eucalyptus lateritica,Vulnerable,WA,6271,1,Laterite Mallee,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus x lateritica
Eucalyptus leprophloia,Eucalyptus leprophloia,Eucalyptus leprophloia,Endangered,WA,56712,1,"Scaly Butt Mallee, Scaly-butt Mallee",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus leprophloia
Eucalyptus macarthurii,Eucalyptus macarthurii,Eucalyptus macarthurii,Endangered,"NSW, Vic (naturalised)",7827,1,"Camden Woollybutt, Paddys River Box",Plant,1,EN,1,NA,5/5/2016,YES,Insufficient info,"EN [B1,B2,(a)(b)(i)(ii)(iii)(iv)(v)]",Insufficient info,not eligible,Insufficient info,NA,NA,Eucalyptus macarthurii
Eucalyptus mckieana,Eucalyptus mckieana,Eucalyptus mckieana,Vulnerable,NSW,20199,1,McKie's Stringybark,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus mckieana
Eucalyptus merrickiae,Eucalyptus merrickiae,Eucalyptus merrickiae,Vulnerable,WA,13119,1,Goblet Mallee,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus merrickiae
Eucalyptus mooreana,Eucalyptus mooreana,Eucalyptus mooreana,Vulnerable,WA,17656,1,"Mountain White Gum, Moores Gum",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus mooreana
Eucalyptus morrisbyi,Eucalyptus morrisbyi,Eucalyptus morrisbyi,Critically Endangered,Tas,7382,1,"Morrisby's Gum, Morrisbys Gum",Plant,1,CR,1,NA,3/31/2023,YES,CR(A2ace),"CR(B1ab(I,ii,iii,iv,v)+B2ab(I,ii,iii,iv,v))",CR(C2a(i)),CR,Insufficient info,NA,NA,Eucalyptus morrisbyi
Eucalyptus nicholii,Eucalyptus nicholii,Eucalyptus nicholii,Vulnerable,NSW,20992,1,"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus nicholii
Eucalyptus nudicaulis,Eucalyptus nudicaulis,Eucalyptus nudicaulis,Endangered,Qld,55399,1,Mt Isa Mallee,Plant,1,EN,1,NA,9/7/2023,YES,Insufficient info,EN (B1+2ab(i-iv)),EN (C2a(i)),VU,Insufficient info,NA,NA,Eucalyptus nudicaulis
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Endangered,NSW,64898,0,Banyabba Shiny-barked Gum,Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pachycalyx subsp. banyabba
Eucalyptus paedoglauca,Eucalyptus paedoglauca,Eucalyptus paedoglauca,Vulnerable,Qld,56188,1,Mt Stuart Ironbark,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus paedoglauca
Eucalyptus ovata subsp. ovata,Eucalyptus ovata subsp. ovata,Eucalyptus paludicola,Endangered,"SA, NSW, Vic, Tas",64276,1,"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Plant,1,EN,1,NA,11/27/2006,YES,Insufficient info,EN,Insufficient info,Insufficient info,Insufficient info,NA,NA,Eucalyptus ovata subsp. ovata
Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Vulnerable,NSW,56148,0,"Earp's Gum, Earp's Dirty Gum",Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus parramattensis subsp. decadens
Eucalyptus parvula,Eucalyptus parvula,Eucalyptus parvula,Vulnerable,NSW,56153,1,Small-leaved Gum,Plant,1,VU,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus parvula
Eucalyptus phoenix,Eucalyptus phoenix,Eucalyptus phoenix,Critically Endangered,Vic,89462,1,Brumby Mallee-gum,Plant,1,CR,1,NA,9/7/2023,YES,Insufficient info,"CR (B1ab(i,ii,iii,v)+2ab(i,ii,iii,v))",CR (C2a(ii)),EN,Insufficient info,NA,NA,Eucalyptus phoenix
Eucalyptus platydisca,Eucalyptus platydisca,Eucalyptus platydisca,Vulnerable,WA,64575,1,Jimberlana Mallee,Plant,1,VU,1,Eucalyptus sp. Norseman (S.D. Hopper 2936),7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus platydisca
Eucalyptus pruiniramis,Eucalyptus pruiniramis,Eucalyptus pruiniramis,Endangered,WA,56403,1,"Midlands Gum, Jingymia Gum",Plant,1,EN,1,NA,7/16/2000,NO,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pruiniramis
