Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment
07065-1,07065-1,Trachymene coerulea,The Western Australian Seed Centre (Kensington),Paganoni Swamps,-32.433333,115.783333,,433,,,,,-20,,,,Friends of Paganoni,,,seed,native,,,,,,,,,,,,,,,,,,,,,
01610-1,01610-1,Marianthus aquilonaris,The Western Australian Seed Centre (Kensington),,,,,3441,,,,,-20,,,,J.A.Cochrane & R. Bulter,,,seed,native,,,,,,,,,,,,,,,,,,,,,
04301-1,04301-1,Trachymene coerulea,The Western Australian Seed Centre (Kensington),Paganoni Swamp,-32.433333,115.783333,,98150,,,,,-20,,,,A.Crawford,,,seed,native,,,,,,,,,,,,,,,,,,,,,
02282-1,02282-1,Actinotus whicheranus,The Western Australian Seed Centre (Kensington),,,,,594,,,,,-20,,,,J.A.Cochrane & S.Gale,,,seed,native,,,,,,,,,,,,,,,,,,,,,
00744-1,00744-1,Marianthus granulatus,The Western Australian Seed Centre (Kensington),,,,,11337,,,,,-20,,,,E.J.Hickman,,,seed,native,,,,,,,,,,,,,,,,,,,,,
01881-1,01881-1,Bentleya spinescens,The Western Australian Seed Centre (Kensington),,,,,2028,,,,,-20,,,,B.L.Bayliss,,,seed,native,,,,,,,,,,,,,,,,,,,,,
01568-1,01568-1,Bentleya diminuta,The Western Australian Seed Centre (Kensington),,,,,2641,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
01880-1,01880-1,Marianthus mollis,The Western Australian Seed Centre (Kensington),,,,,5900,,,,,-20,,,,B.L.Bayliss,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06580-1,06580-1,Marianthus aquilonaris,The Western Australian Seed Centre (Kensington),,,,,10769,,,,,-20,,,,Botanica Consulting,,,seed,native,,,,,,,,,,,,,,,,,,,,,
02463-1,02463-1,Hydrocotyle muriculata,The Western Australian Seed Centre (Kensington),,,,,5209,,,,,-20,,,,T.Erickson,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05966-1,05966-1,Hydrocotyle serendipita,The Western Australian Seed Centre (Kensington),,,,,8455,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05932-1,05932-1,Hydrocotyle diantha,The Western Australian Seed Centre (Kensington),Hamelin Bay,-34.216667,115.033333,,11640,,,,,-20,,,,A.Crawford,,,seed,native,,,,,,,,,,,,,,,,,,,,,
03487-1,03487-1,Billardiera fraseri,The Western Australian Seed Centre (Kensington),Talbot Rd Reserve,-31.866667,116.033333,,,3.549,,,,-20,,,,unkown,,,grams,native,,,,,,,,,,,,,,,,,,,,,
00721-1,00721-1,Billardiera drummondii,The Western Australian Seed Centre (Kensington),Waychinicup,-34.85,118.333333,,1013,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
01611-1,01611-1,Marianthus aquilonaris,The Western Australian Seed Centre (Kensington),,,,,1594,,,,,-20,,,,JA.Cochrane & R. Butler,,,seed,native,,,,,,,,,,,,,,,,,,,,,
04764-1,04764-1,Caesia occidentalis,The Western Australian Seed Centre (Kensington),Fiona Stanley,-32.066667,115.833333,,,0.3941,,,,-20,,,,Tranen,,,grams,native,,,,,,,,,,,,,,,,,,,,,
07002-1,07002-1,Caladenia harringtoniae,The Western Australian Seed Centre (Kensington),,,,,,,,,,,,,,J.Caleva (Curtin University),,,vial,native,,,,,,,,,,,,,,,,,,,,,
01996-1,01996-1,Xanthorrhoea gracilis,The Western Australian Seed Centre (Kensington),Brookton Hwy,-32.1,116.133333,,6416,,,,,-20,,,,A.Crawford & J.Emery,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05202-1,05202-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Ridges,-31.516667,115.7,,5686,,,,,-20,,,,EMS,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06324-1,06324-1,Caleana hortiorum,The Western Australian Seed Centre (Kensington),Carrabungup,-32.633333,115.716667,,,,,,,,,,,M.Brundrett (DBCA),,,,native,,,,,,,,,,,,,,,,,,,,,
06319-1,06319-1,Caladenia huegelii,The Western Australian Seed Centre (Kensington),,,,,,,,,,,,,,M.Brundrett & M.Collins (DBCA),,,,native,,,,,,,,,,,,,,,,,,,,,
05592-1,05592-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Lowlands,-32.316667,115.9,,,1.129,,,,-20,,,,APACE,,,grams,native,,,,,,,,,,,,,,,,,,,,,
04087-1,04087-1,Dianella revoluta,The Western Australian Seed Centre (Kensington),Alkimos,-31.6,115.666667,,,,,,,,,,,Tranen,,,,native,,,,,,,,,,,,,,,,,,,,,
02344-1,02344-1,Lomandra ordii,The Western Australian Seed Centre (Kensington),,,,,655,,,,,-20,,,,N.Rouse,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06479-1,06479-1,Thelymitra yorkensis,The Western Australian Seed Centre (Kensington),,,,,,0.015,,,,-20,,,,A.Crawford,,,grams,native,,,,,,,,,,,,,,,,,,,,,
00524-1,00524-1,Orthrosanthus muelleri,The Western Australian Seed Centre (Kensington),,,,,2556,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05479-1,05479-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Melaleuca,-31.666667,115.9,,69828,,,,,-20,,,,Tranen,,,seed,native,,,,,,,,,,,,,,,,,,,,,
03553-1,03553-1,Agrostocrinum scabrum,The Western Australian Seed Centre (Kensington),Talbot Rd Reserve,-31.866667,116.033333,,,18.415,,,,-20,,,,unknown,,,grams,native,,,,,,,,,,,,,,,,,,,,,
01080-1,01080-1,Orthrosanthus muelleri,The Western Australian Seed Centre (Kensington),,,,,8026,,,,,-20,,,,J.A.Cochrane & P.Ainsley,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05477-1,05477-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Melaleuca,-31.666667,115.9,,,115,,,,-20,,,,Tranen,,,grams,native,,,,,,,,,,,,,,,,,,,,,
01487-1,01487-1,Acanthocarpus parviflorus,The Western Australian Seed Centre (Kensington),,,,,20,,,,,-20,,,,A.Crawford,,,seed,native,,,,,,,,,,,,,,,,,,,,,
01846-1,01846-1,Orthrosanthus muelleri,The Western Australian Seed Centre (Kensington),,,,,5900,,,,,-20,,,,"J.A.Cochrane, S. Barrett & R. Hartley",,,seed,native,,,,,,,,,,,,,,,,,,,,,
06459-1,06459-1,Drakaea livida,The Western Australian Seed Centre (Kensington),Carrabungup NR,-32.633333,115.7,,,0.0018,,,,-20,,,,R. Fauntleroy (DBCA volunteer),,,grams,native,,,,,,,,,,,,,,,,,,,,,
05207-1,05207-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Shorehaven,-31.6,115.666667,,23539,,,,,-20,,,,Tranen,,,seed,native,,,,,,,,,,,,,,,,,,,,,
04069-1,04069-1,Acanthocarpus preissii,The Western Australian Seed Centre (Kensington),Alkimos,-31.6,115.666667,,,,,,,,,,,Tranen,,,,native,,,,,,,,,,,,,,,,,,,,,
02432-1,02432-1,Chamaescilla spiralis,The Western Australian Seed Centre (Kensington),Cocanarup Timber Reserve,-33.616667,119.85,,,,,,,15,,,,J.A.Cochrane,,,,native,,,,,,,,,,,,,,,,,,,,,
02720-1,02720-1,Hensmania chapmanii,The Western Australian Seed Centre (Kensington),,,,,154,,,,,-20,,,,A.Crawford,,,seed,native,,,,,,,,,,,,,,,,,,,,,
01652-1,01652-1,Patersonia spirifolia,The Western Australian Seed Centre (Kensington),,,,,82,,,,,-20,,,,A.Crawford,,,seed,native,,,,,,,,,,,,,,,,,,,,,
02753-1,02753-1,Laxmannia minor,The Western Australian Seed Centre (Kensington),Mt Lindesay,-34.833333,117.283333,,1563,,,,,-20,,,,J.A.Cochrane & P. Mitchell,,,seed,native,,,,,,,,,,,,,,,,,,,,,
03554-1,03554-1,Johnsonia pubescens,The Western Australian Seed Centre (Kensington),Talbot Rd Reserve,-31.866667,116.033333,,,0.31,,,,-20,,,,unknown,,,grams,native,,,,,,,,,,,,,,,,,,,,,
01799-1,01799-1,Borya sphaerocephala,The Western Australian Seed Centre (Kensington),Mokine NR,-31.783333,116.583333,,94923,,,,,-20,,,,A.Crawford,,,seed,native,,,,,,,,,,,,,,,,,,,,,
02189-1,02189-1,Orthrosanthus muelleri,The Western Australian Seed Centre (Kensington),,,,,9330,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
04111-1,04111-1,Tricoryne elatior,The Western Australian Seed Centre (Kensington),Alkimos,-31.6,115.666667,,,,,,,,,,,Tranen,,,,native,,,,,,,,,,,,,,,,,,,,,
06478-1,06478-1,Thelymitra yorkensis,The Western Australian Seed Centre (Kensington),,,,,,0.047,,,,-20,,,,A.Crawford,,,grams,native,,,,,,,,,,,,,,,,,,,,,
01574-1,01574-1,Orthrosanthus muelleri,The Western Australian Seed Centre (Kensington),,,,,1355,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05204-1,05204-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Lowlands,-32.316667,115.9,,17031,,,,,-20,,,,NAM,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06322-1,06322-1,Thelymitra benthamiana,The Western Australian Seed Centre (Kensington),Island Point,-32.75,115.683333,,,,,,,,,,,R.Fauntleroy (DBCA volunteer),,,,native,,,,,,,,,,,,,,,,,,,,,
01975-1,01975-1,Borya longiscapa,The Western Australian Seed Centre (Kensington),,,,,10613,,,,,-20,,,,K.Bain and J. Benson,,,seed,native,,,,,,,,,,,,,,,,,,,,,
03977-1,03977-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Ruabon Rd,-33.633333,115.483333,,,150.205,,,,-20,,,,,,,grams,native,,,,,,,,,,,,,,,,,,,,,
05723-1,05723-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Leda,-32.266667,115.8,,,0.7275,,,,-20,,,,NAM,,,grams,native,,,,,,,,,,,,,,,,,,,,,
01249-1,01249-1,Laxmannia jamesii,The Western Australian Seed Centre (Kensington),Down Rd NR,-34.933333,117.75,,678,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06246-1,06246-1,Drakaea elastica,The Western Australian Seed Centre (Kensington),,,,,,0.0133,,,,-20,,,,A.Crawford & M.Brundrett (DBCA),,,grams,native,,,,,,,,,,,,,,,,,,,,,
03973-1,03973-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Ruabon Rd,-33.633333,115.483333,,,3.2023,,,,-20,,,,,,,grams,native,,,,,,,,,,,,,,,,,,,,,
05604-1,05604-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Ridges,-31.516667,115.7,,21906,,,,,-20,,,,WP,,,seed,native,,,,,,,,,,,,,,,,,,,,,
02626-1,02626-1,Thysanotus sabulosus,The Western Australian Seed Centre (Kensington),,,,,730,,,,,-20,,,,T.Erickson & T.Clifton,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06489-1,06489-1,Acanthocarpus canaliculatus,The Western Australian Seed Centre (Kensington),Greater Brixton St,-32.016667,115.966667,,1945,,,,,,,,,A.Crawford,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06460-1,06460-1,Drakaea glyptodon,The Western Australian Seed Centre (Kensington),Carrabungup NR,-32.633333,115.7,,,0.01,,,,-20,,,,R. Fauntleroy (DBCA volunteer),,,grams,native,,,,,,,,,,,,,,,,,,,,,
03976-1,03976-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Ruabon Rd,-33.633333,115.483333,,,54.3426,,,,-20,,,,,,,grams,native,,,,,,,,,,,,,,,,,,,,,
04306-1,04306-1,Thysanotus volubilis,The Western Australian Seed Centre (Kensington),,,,,362,,,,,-20,,,,E.Adams,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05725-1,05725-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Spectacles,-32.2,115.833333,,,6.0194,,,,-20,,,,NAM,,,grams,native,,,,,,,,,,,,,,,,,,,,,
04121-1,04121-1,Acanthocarpus preissii,The Western Australian Seed Centre (Kensington),Shorehaven,-31.6,115.666667,,2811,,,,,-20,,,,Tranen,,,Fruit,native,,,,,,,,,,,,,,,,,,,,,
03494-1,03494-1,Thysanotus dichotomus,The Western Australian Seed Centre (Kensington),Talbot Rd Reserve,-31.866667,116.033333,,,2.643,,,,-20,,,,TD122003,,,grams,native,,,,,,,,,,,,,,,,,,,,,
05194-1,05194-1,Thysanotus sparteus,The Western Australian Seed Centre (Kensington),Fiona Stanley,-32.066667,115.833333,,,1.2752,,,,-20,,,,Tranen,,,grams,native,,,,,,,,,,,,,,,,,,,,,
05033-1,05033-1,Laxmannia squarrosa,The Western Australian Seed Centre (Kensington),Fiona Stanley,-32.066667,115.833333,,,0.0959,,,,-20,,,,Tranen,,,grams,native,,,,,,,,,,,,,,,,,,,,,
05205-1,05205-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Lowlands,-32.316667,115.9,,40686,,,,,-20,,,,NAM,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06327-1,06327-1,Thelymitra vulgaris,The Western Australian Seed Centre (Kensington),Carrabungup,-32.633333,115.716667,,,,,,,,,,,R.Fauntleroy (DBCA volunteer),,,,native,,,,,,,,,,,,,,,,,,,,,
05206-1,05206-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Wireless Hill,-32.016667,115.816667,,969,,,,,-20,,,,NAM,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06321-1,06321-1,Drakaea livida,The Western Australian Seed Centre (Kensington),Carrabungup,-32.633333,115.716667,,,,,,,,,,,Mark Brundrett (DBCA),,,,native,,,,,,,,,,,,,,,,,,,,,
05738-1,05738-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Lowlands,-32.316667,115.9,,2789,,,,,-20,,,,NAM,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05196-1,05196-1,Thysanotus sparteus,The Western Australian Seed Centre (Kensington),Anketell,-32.2,115.866667,,,0.2953,,,,-20,,,,Tranen,,,grams,native,,,,,,,,,,,,,,,,,,,,,
05695-1,05695-1,Dianella revoluta,The Western Australian Seed Centre (Kensington),Spectacles,-32.2,115.833333,,,2.5179,,,,-20,,,,NAM,,,grams,native,,,,,,,,,,,,,,,,,,,,,
04112-1,04112-1,Tricoryne elatior,The Western Australian Seed Centre (Kensington),Alkimos,-31.6,115.666667,,,,,,,,,,,Tranen,,,,native,,,,,,,,,,,,,,,,,,,,,
00376-1,00376-1,Orthrosanthus muelleri,The Western Australian Seed Centre (Kensington),,,,,10250,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05722-1,05722-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Jandakot,-32.083333,115.85,,,0.127,,,,-20,,,,NAM,,,grams,native,,,,,,,,,,,,,,,,,,,,,
00644-1,00644-1,Orthrosanthus muelleri,The Western Australian Seed Centre (Kensington),,,,,3178,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
06135-1,06135-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Corimbia Estate,-31.8,115.866667,,,200.6,,,,-20,,,,Tranen,,,grams,native,,,,,,,,,,,,,,,,,,,,,
06251-1,06251-1,Drakaea elastica,The Western Australian Seed Centre (Kensington),,,,,,0.0687,,,,-20,,,,A.Crawford,,,grams,native,,,,,,,,,,,,,,,,,,,,,
04612-1,04612-1,Arnocrinum preissii,The Western Australian Seed Centre (Kensington),Fiona Stanley,-32.066667,115.833333,,,0.1313,,,,-20,,,,Tranen,,,grams,native,,,,,,,,,,,,,,,,,,,,,
01753-1,01753-1,Borya longiscapa,The Western Australian Seed Centre (Kensington),,,,,532,,,,,-20,,,,"J.A.Cochrane, K.Bain, E.Shedlye, B.Todd & Jason",,,seed,native,,,,,,,,,,,,,,,,,,,,,
07004-1,07004-1,Caladenia excelsa,The Western Australian Seed Centre (Kensington),,,,,,,,,,,,,,J. Caleva (Curtin University),,,vial,native,,,,,,,,,,,,,,,,,,,,,
05726-1,05726-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Whiteman,-31.816667,115.933333,,,1.1086,,,,-20,,,,NAM,,,grams,native,,,,,,,,,,,,,,,,,,,,,
01532-1,01532-1,Borya sphaerocephala,The Western Australian Seed Centre (Kensington),Mt Gibson Station,-29.616667,117.3,,38124,,,,,-20,,,,A.Crawford,,,seed,native,,,,,,,,,,,,,,,,,,,,,
02489-1,02489-1,Chamaexeros macranthera,The Western Australian Seed Centre (Kensington),Helena & Aurora Range,-30.383333,119.633333,,780,,,,,-20,,,,J.A.Cochrane,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05476-1,05476-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Gnangara,-31.783333,115.866667,,14380,,,,,-20,,,,Tranen,,,seed,native,,,,,,,,,,,,,,,,,,,,,
01995-2,01995-2,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Brookton Hwy,-32.1,116.133333,,23344,,,,,15,,,,A.Crawford & J.Emery,,,seed,native,,,,,,,,,,,,,,,,,,,,,
05149-1,05149-1,Patersonia occidentalis,The Western Australian Seed Centre (Kensington),Lowlands,-32.316667,115.9,,,0.2823,,,,-20,,,,NAM,,,grams,native,,,,,,,,,,,,,,,,,,,,,
01799-2,01799-2,Borya sphaerocephala,The Western Australian Seed Centre (Kensington),Mokine NR,-31.783333,116.583333,,150000,,,,,-20,,,,A.Crawford,,,seed,native,,,,,,,,,,,,,,,,,,,,,
07036-1,07036-1,Dichopogon capillipes,The Western Australian Seed Centre (Kensington),Lyons Block,-32.966667,115.733333,,,38.1412,,,,-20,,,,D.Sellier DBCA,,,grams,native,,,,,,,,,,,,,,,,,,,,,
05490-1,05490-1,Xanthorrhoea preissii,The Western Australian Seed Centre (Kensington),Melaleuca,-31.666667,115.9,,16831,,,,,-20,,,,Tranen,,,seed,native,,,,,,,,,,,,,,,,,,,,,
